uid,nombre_entidad,dpto_entidad,munp_entidad,orden_entidad,tipo_contrato,tipo_proceso,valor_contrato_reg,ruta_web,error_valor_estimado,tipo_error_valor_estimado,error_valor_contrato,tipo_error_valor_contrato,valor_contrato_real,error_adicion,tipo_error_adicion,tipo_consulta
CO1.PCCNTR.1901891,DEPARTAMENTO DEL ATLANTICO,Atlántico,Barranquilla,Territorial,Otro,Contratación directa,"$180,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1492371&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1867608,DEPARTAMENTO DEL ATLANTICO,Atlántico,Barranquilla,Territorial,Otro,Contratación directa,"$50,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1467755&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1669602,GOBERNACIÓN DE SANTANDER,Santander,Bucaramanga,Territorial,Otro,Contratación Directa (con ofertas),"$36,200,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1313137&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1484502,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación Directa (con ofertas),"$16,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1188255&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1416969,SECRETARÍA DISTRITAL DE MOVILIDAD,Distrito Capital de Bogotá,Bogotá,Territorial,Otro,Contratación Directa (con ofertas),"$13,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1139562&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1849775,DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,Atlántico,Barranquilla,Territorial,Otro,Contratación directa,"$13,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1454285&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.471939,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación Directa (con ofertas),"$13,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.462776&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.624923,DEPARTAMENTO DE ANTIOQUIA,Antioquia,Medellín,Territorial,Otro,Contratación régimen especial,"$12,500,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.551720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.683936,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación Directa (con ofertas),"$10,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.620145&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.229447,ALCALDIA LOCAL DE SUBA,Distrito Capital de Bogotá,Bogotá,Territorial,Obra,Licitación pública,"$26,300,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.217302&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.705302,ALCALDIA LOCAL DE CIUDAD BOLIVAR,Distrito Capital de Bogotá,Bogotá,Territorial,Obra,Licitación pública Obra Publica,"$16,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.609029&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.270658,ALCALDIA LOCAL DE CIUDAD BOLIVAR,Distrito Capital de Bogotá,Bogotá,Territorial,Obra,Licitación pública,"$12,800,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.258513&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1746004,GOBERNACION DEL DEPARTAMENTO DEL CESAR,Cesar,Valledupar,Territorial,Obra,Contratación directa,"$11,450,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1372702&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1642968,GOBERNACION DEL HUILA,Huila,No Definido,Territorial,Concesión,Licitación pública,"$146,282,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1271156&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.2019731,FISCALÍA GENERAL DE LA NACIÓN NIVEL CENTRAL.,Distrito Capital de Bogotá,Bogotá,Nacional,Suministros,Selección abreviada subasta inversa,"$33,300,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1530766&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1687110,FONDO ROTATORIO DE LA POLICIA,Distrito Capital de Bogotá,Bogotá,Nacional,Suministros,Licitación pública,"$30,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1211387&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,0,,"$48,000,000,000 ",0,,Ceros adicionales
CO1.PCCNTR.705799,HOSPITAL MILITAR CENTRAL,Distrito Capital de Bogotá,No Definido,Nacional,Suministros,Licitación pública,"$12,188,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.608019&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,0,,,0,,Ceros adicionales
CO1.PCCNTR.1145539,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Mínima cuantía,"$37,200,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.944717&isFromPublicArea=True&isModal=true&asPopupView=true,1,Eliminacion de ceros,0,,"$37,200,000 ",0,,Ceros adicionales
CO1.PCCNTR.1739578,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa,"$35,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1367608&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1142936,SENA DIRECCIÓN GENERAL Dirección Jurídica,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Selección abreviada subasta inversa,"$30,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.915415&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1978188,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa,"$30,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1548302&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.527926,Empresa Nacional Promotora del Desarrollo Territorial - ENTerritorio,Distrito Capital de Bogotá,No Definido,Nacional,Prestación de servicios,Contratación régimen especial,"$22,200,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.505737&isFromPublicArea=True&isModal=true&asPopupView=true,1,Eliminacion de ceros,0,,"$22,200,000,000 ",0,,Ceros adicionales
CO1.PCCNTR.44001,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación Directa (con ofertas),"$18,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.62507&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Agregación de ceros,"$18,000,000 ",0,,Ceros adicionales
CO1.PCCNTR.1440007,UNIDAD NACIONAL DE PROTECCIÓN,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa,"$14,616,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1156909&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.835457,BATALLÓN DE APOYO Y SERVICIOS PARA EL COMBATE N°11,Córdoba,Montería,Nacional,Prestación de servicios,Contratación directa,"$13,500,000,003.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.735440&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Agregación de ceros,"$13,500,000 ",0,,Ceros adicionales
CO1.PCCNTR.1440534,UNIDAD NACIONAL DE PROTECCIÓN,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa,"$10,010,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1157333&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1245346,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Licitación pública,"$72,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.975112&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1846604,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación Directa (con ofertas),"$50,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1451329&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.2005719,MINISTERIO DE COMERCIO INDUSTRIA Y TURISMO,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial,"$42,225,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1567839&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1245660,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Licitación pública,"$38,400,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.975112&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$72,000,000,000 ",0,,Ceros adicionales
CO1.PCCNTR.1884713,ARMADA  NACIONAL JEFATURA DE OPERACIONES LOGISTICAS,Distrito Capital de Bogotá,No Definido,Nacional,Otro,Contratación Directa (con ofertas),"$35,300,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1469962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1245659,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Licitación pública,"$33,600,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.975112&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$72,000,000,000 ",0,,Ceros adicionales
CO1.PCCNTR.1245345,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Licitación pública,"$24,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.975112&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1245440,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Licitación pública,"$24,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.975112&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$72,000,000,000 ",0,,Ceros adicionales
CO1.PCCNTR.870353,MINISTERIO DEL DEPORTE,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial,"$21,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.764389&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.743339,ESAP SEDE CENTRAL (Cuenta Oficial),Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación Directa (con ofertas),"$19,500,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.666217&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.322973,FONDO NACIONAL DE VIVIENDA,Distrito Capital de Bogotá,No Definido,Nacional,Otro,Contratación Directa (con ofertas),"$13,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.328017&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.267341,MINISTERIO DEL DEPORTE,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial,"$12,765,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.277227&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1828990,SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto,Antioquia,Medellín,Nacional,Otro,Contratación Directa (con ofertas),"$12,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1438132&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.239801,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación Directa (con ofertas),"$11,635,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.252102&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.718074,ESAP SEDE CENTRAL (Cuenta Oficial),Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa,"$11,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.648464&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1258907,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación Directa (con ofertas),"$10,900,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1023591&isFromPublicArea=True&isModal=true&asPopupView=true,,,,,,,,Ceros adicionales
CO1.PCCNTR.1927230,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,Distrito Capital de Bogotá,Distrito Capital,Nacional,Otro,Contratación directa,"$10,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1511071&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,0,,,0,,Ceros adicionales
CO1.PCCNTR.487711,MINISTERIO DEL DEPORTE,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial,"$10,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.475905&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.349307,INSTITUTO NACIONAL DE VIAS,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación Directa (con ofertas),"$10,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.302726&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.1971119,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,Distrito Capital de Bogotá,Bogotá,Nacional,Compraventa,Licitación pública,"$13,994,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1426304&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.706084,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Distrito Capital de Bogotá,Bogotá,Nacional,Comisión,Contratación régimen especial,"$50,500,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.638376&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.890202,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Distrito Capital de Bogotá,Bogotá,Nacional,Comisión,Contratación régimen especial,"$25,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.778656&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.657296,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Distrito Capital de Bogotá,Bogotá,Nacional,Comisión,Contratación régimen especial,"$13,000,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.604478&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Ceros adicionales
CO1.PCCNTR.866951,Secretaria Distrital de Integración social...,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación directa,"$52,292,200,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.762027&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,1,Digitación,Adiciones altas y bajas
CO1.PCCNTR.883281,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$836,687,046.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.1417038,SENA REGIONAL CESAR Grupo de Apoyo Administrativo Mixto,Cesar,No Definido,Nacional,Prestación de servicios,Contratación directa,"$32,772,130,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1139743&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,1,Agregación de ceros,Adiciones altas y bajas
CO1.PCCNTR.265958,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE),Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa,"$63,650,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.276523&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,1,Agregación de ceros,Adiciones altas y bajas
CO1.PCCNTR.327026,SUBCUENTA PARA LA ADMON DE LOS RECURSOS Y MANEJO SPN FONAM - DTOR,Meta,No Definido,Territorial,Suministros,Contratación Directa (con ofertas),"$32,020,999.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.332378&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.783979,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$11,835,892,716,846.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.696546&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,1,Digitación,Adiciones altas y bajas
CO1.PCCNTR.1457340,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$3,925,059,622.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1169985&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,1,Digitación,Adiciones altas y bajas
CO1.PCCNTR.883186,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$3,300,000,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,1,Digitación,Adiciones altas y bajas
CO1.PCCNTR.642444,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.593638&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.777048,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.694248&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.614755,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.571542&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.391818,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.393035&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1636685,ALCALDIA LOCAL DE ENGATIVÁ,Distrito Capital de Bogotá,Bogotá,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1295901&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.887847,INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACION DE IBAGUE,Tolima,Ibagué,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.778152&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.719030,ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ,Cundinamarca,Fusagasugá,Territorial,Prestación de servicios,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.649704&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$42,930,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1823510,DEPARTAMENTO DE ANTIOQUIA,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1434520&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$8,605,366 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.794621,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.705413&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.803116,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.710326&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1829169,GOBERNACION DE NARIÑO,Nariño,Pasto,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1438757&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.791162,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.703434&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1782455,DEPARTAMENTO DE ANTIOQUIA,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1401385&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1888032,Gobernacion Norte de Santander,Norte de Santander,Cúcuta,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1481906&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.184107,ESTABLECIMIENTO PÚBLICO AEROPUERTO OLAYA HERRERA,Antioquia,Medellín,Territorial,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.194811&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$227,603,126 ",0,,Cuantia contrato cercano a cero
