uid,nivel_entidad,orden_entidad,tipo_contrato,nombre_entidad,dpto_entidad,munp_entidad,cuantia_contrato_reg,valor_adicion_reg,valor_total_reg,ruta_web,error_cuantia_proceso,tipo_error_proceso,error_cuantia_contrato,tipo_error_contrato,cuantia_contrato_real,error_adicion,tipo_error_adicion,valor_adicion_real,cuantia_proceso_real,cuantia_proceso_reg,moneda,tipo_consulta
17-4-7118568-6467167,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOLÍVAR - E.S.E. CLINICA DE MATERNIDAD RAFAEL CALVO CASTAÑO - CARTAGENA,Bolívar,Cartagena,1,,1.061E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7118568,0,,1,Agregación de ceros,3300000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7894084-7990656,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOLÍVAR - ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,Bolívar,Cartagena,1,,38520000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7894084,0,,1,Agregación de ceros,38520000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-6019058-5480639,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Prestación de Servicios,SANTANDER - ALCALDÍA MUNICIPIO DE EL PLAYÓN,Santander,El Playón,1,,48000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6019058,0,,1,Agregación de ceros,48000000,0,,,1,,Pesos (COP),Ceros adicionales
16-1-160293-5170883,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Suministro,ATLÁNTICO - CUERPO OFICIAL DE BOMBEROS DE BARRANQUILLA,Atlántico,Barranquilla,1,,20576000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-160293,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9082461-8263231,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,NARIÑO - ALCALDÍA MUNICIPIO DE PASTO,Nariño,Pasto,1,,11100000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9082461 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-13-2806519-4161359,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Obra,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GIRALDO,Antioquia,Giraldo,1,,17248000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2806519,0,,1,Agregación de ceros,17248000,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3349506-3156573,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CANDELARIA,Valle del Cauca,Candelaria,1,,16000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3349506,1,Agregación de ceros,1,Agregación de ceros,16000000,0,,,1,,Pesos (COP),Ceros adicionales
19-13-10000148-9171815,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Obra,NARIÑO - ALCALDÍA MUNICIPIO DE MAGUI PAYÁN,Nariño,Magüi,1,,23000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10000148,0,,1,Agregación de ceros,23000000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7923739-7195023,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,QUINDÍO - ALCALDÍA MUNICIPIO DE ARMENIA,Quindío,Armenia,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7923739,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9788450-8918522,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,BOYACÁ - ALCALDÍA MUNICIPIO DE SUSACÓN,Boyacá,Susacón,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9788450,0,,1,Agregación de ceros,20000000,0,,,1,,Pesos (COP),Ceros adicionales
15-4-3403159-3209069,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOLÍVAR - E.S.E. HOSPITAL UNIVESITARIO DEL CARIBE - CARTAGENA,Bolívar,Cartagena,1,,11100000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3403159,0,,1,Agregación de ceros,11100000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9130781-8427257,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,BOYACÁ - ALCALDÍA MUNICIPIO DE CUBARÁ,Boyacá,Cubará,1,,25200000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9130781,0,,1,Agregación de ceros,25200000,0,,,1,,Pesos (COP),Ceros adicionales
20-4-10260059-9427618,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,SANTANDER - E.S.P. AGUAS DE BARRANCABERMEJA S.A. - BARRANCABERMEJA,Santander,Barrancabermeja,1,,48195000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10260059,0,,1,Agregación de ceros,48195000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7056447-6410018,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,CALDAS - ALCALDÍA MUNICIPIO DE MANIZALES,Caldas,Manizales,1,,13199000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7056447 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
13-1-109104-2686344,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Concesión,BOLÍVAR - TRANSCARIBE S.A.,Bolívar,Cartagena,1,,8.935E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109104,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3609153-3390116,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,HUILA - GOBERNACIÓN,Huila,Neiva,1,,15000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3609153 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-13-2507191-3744749,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GIRALDO,Antioquia,Giraldo,1,,15128000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2507191,0,,1,Agregación de ceros,15128000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-8970086-8161708,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,ANTIOQUIA - UNIVERSIDAD DE ANTIOQUIA,Antioquia,Medellín,1,2000000000.00,16040000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8970086,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7559717-6868996,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,QUINDÍO - GOBERNACIÓN,Quindío,Armenia,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7559717,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9473781-8621765,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,BOLÍVAR - GOBERNACIÓN,Bolívar,Cartagena,1,,24500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9473781 ,0,,1,Agregación de ceros,24500000,0,,,1,,Pesos (COP),Ceros adicionales
15-13-3687327-3475940,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Compraventa,MAGDALENA - ALCALDÍA MUNICIPIO DE SABANAS DE SAN ANGEL,Magdalena,Sabanas de San Angel,1,,18041000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3687327,0,,1,Agregación de ceros,18041000,0,,,1,,Pesos (COP),Ceros adicionales
18-15-8318971-9362790,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Interventoría,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE LA PRADERA,Valle del Cauca,Pradera,1,,1.12E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-15-8318971 ,0,,1,Agregación de ceros,112000000,0,,,1,,Pesos (COP),Ceros adicionales
15-12-4474528-4109810,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Otro Tipo de Contrato,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CHÍA,Cundinamarca,Chía,1,,19000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4474528 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2956832-2770724,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,CUNDINAMARCA - GOBERNACIÓN,Bogotá D.C.,Bogotá D.C.,1,4069495163.00,15113495163,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2956832,0,,0,,,1,Digitación,4069485163,1,,Pesos (COP),Ceros adicionales
17-4-7001924-6360450,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,CUNDINAMARCA - EMPRESA DE LICORES DE CUNDINAMARCA,Cundinamarca,Agua de Dios,1,,16500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7001924,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-4528032-4160550,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,QUINDÍO - ALCALDÍA MUNICIPIO DE ARMENIA,Quindío,Armenia,1,,15000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4528032,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
20-12-10438015-9560779,TERRITORIAL,DISTRITO CAPITAL,Otro Tipo de Contrato,ATLÁNTICO - ALCALDÍA DISTRITO ESPECIAL  INDUSTRIAL Y PORTUARIO BARRANQUILLA,Atlántico,Barranquilla,1,,42000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10438015,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9264314-8429085,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,RISARALDA - INSTITUCIÓN EDUCATIVA MANUEL ELKIN PATARROYO - DOSQUEBRADAS,Risaralda,Dosquebradas,1,,12462000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9264314,0,,1,Agregación de ceros,12462000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-6467958-5881190,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,SANTANDER - E.S.E. HOSPITAL SAN JOSÉ,Santander,San Andrés,1,30625400.00,1.93531E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6467958 ,0,,1,Agregación de ceros,193500000,0,Digitación,30525400,1,,Pesos (COP),Ceros adicionales
17-12-7108175-6558777,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Suministro,ANTIOQUIA - GOBERNACIÓN,Antioquia,Medellín,1,,15889000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7108175,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-10234003-9362457,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Otro Tipo de Contrato,SANTANDER - ALCALDÍA MUNICIPIO DE PIEDECUESTA,Santander,Piedecuesta,1,,19000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10234003 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9228358-8397447,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,ATLÁNTICO - ALCALDÍA DISTRITO ESPECIAL  INDUSTRIAL Y PORTUARIO BARRANQUILLA,Atlántico,Barranquilla,1,,16550000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9228358,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
20-22-13485-9654691,TERRITORIAL,NACIONAL DESCENTRALIZADO,Otro Tipo de Contrato,BOGOTÁ D.C. - SECRETARÍA DISTRITAL DE MOVILIDAD,Bogotá D.C.,Bogotá D.C.,1,,13000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-22-13485 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-1-173816-6232569,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOGOTÁ D.C. - TRANSMILENIO,Bogotá D.C.,Bogotá D.C.,1,2550000000.00,16600000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-173816,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2644565-2477082,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,CUNDINAMARCA - GOBERNACIÓN,Bogotá D.C.,Bogotá D.C.,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2644565,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3349354-3156416,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CANDELARIA,Valle del Cauca,Candelaria,1,,16000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3349354,0,,1,Agregación de ceros,16000000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-10102224-9224576,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,QUINDÍO - INSTITUCIÓN EDUCATIVA SANTA TERESA DE JESÚS,Quindío,Armenia,1,,6.735E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10102224,0,,1,Agregación de ceros,673500000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7571081-6879134,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,Bogotá D.C.,Bogotá D.C.,1,1133333.00,18701133333,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7571081,0,,1,Agregación de ceros,18700000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9128677-8305434,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,TOLIMA - HOSPITAL SAN CARLOS EMPRESA SOCIAL DEL ESTADO - SALDAÑA,Tolima,Saldaña,1,,22400000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9128677 ,0,,1,Agregación de ceros,22400000,0,,,1,,Pesos (COP),Ceros adicionales
15-9-396722-3428724,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Suministro,ANTIOQUIA - GOBERNACIÓN,Antioquia,Medellín,1,,29000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-9-396722,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-3049102-2857831,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,ANTIOQUIA - INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA - MEDELLÍN,Antioquia,Medellín,1,,62500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3049102,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
20-4-10409302-9532761,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,ANTIOQUIA - ALIANZA MEDELLIN ANTIOQUIA EPS SAS,Antioquia,Medellín,1,,18000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10409302 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-4-4042683-3743502,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,CALDAS - PEOPLE CONTACT S.A. - MANIZALES,Caldas,Manizales,1,,44364000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4042683,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2284401-2144205,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Santander,Bucaramanga,1,7000000.00,14007000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2284401,0,,1,Agregación de ceros,14000000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7283756-6635009,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,1,14025134859.00,14050134859,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7283756,0,,1,Eliminación de ceros,25000000000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9449786-8600379,TERRITORIAL,DISTRITO CAPITAL,Otro Tipo de Contrato,ATLÁNTICO - ALCALDÍA DISTRITO ESPECIAL  INDUSTRIAL Y PORTUARIO BARRANQUILLA,Atlántico,Barranquilla,1,,15000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9449786,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-13-6205796-5834706,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,TOLIMA - ALCALDÍA MUNICIPIO DE PRADO,Tolima,Prado,1,,20656000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6205796,0,,1,Agregación de ceros,20656000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-10166658-9287654,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C.- PATRIMONIO AUTÓNOMO PROCOLOMBIA,Bogotá D.C.,Bogotá D.C.,1,,26180000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10166658,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9199334-8370854,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,CHOCÓ - NUEVA E.S.E. HOSPITAL DEPARTAMENTAL SAN FRANCÍSCO DE ASÍS DE QUIBDO,Chocó,Quibdó,1,,82800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9199334 ,1,Agregación de ceros,1,Agregación de ceros,82800000,0,,,1,,Pesos (COP),Ceros adicionales
20-12-10410459-9533903,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,BOLÍVAR - EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CON CAMAS - PEÑÓN,Bolívar,El Peñón,1,,10500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10410459,0,,1,Agregación de ceros,10500000,0,,,1,,Pesos (COP),Ceros adicionales
16-13-4924039-4534455,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,CASANARE - ALCALDÍA MUNICIPIO DE TRINIDAD,Casanare,Trinidad,1,,19215000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-4924039,0,,1,Agregación de ceros,19215000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9020335-8205481,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,RISARALDA - AGUAS Y ASEO DE RISARALDA S.A. ESP,Risaralda,Pereira,1,2800000.00,13502800000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9020335,0,,1,Agregación de ceros,13500000,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2701620-2528111,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE JAMUNDÍ,Valle del Cauca,Jamundi,1,,24200000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2701620,0,,1,Agregación de ceros,24200000,0,,,1,,Pesos (COP),Ceros adicionales
16-12-5974992-5438515,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLÍN SAPIENCIA,Antioquia,Medellín,1,,36000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5974992,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9011473-8197408,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,BOYACÁ - ALCALDÍA MUNICIPIO DE TOTA,Boyacá,Tota,1,4696000.00,22388696000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9011473 ,1,Agregación de ceros,1,Agregación de ceros y digitación,22384300,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9297028-8459650,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,CALDAS - INDUSTRIA LICORERA DE CALDAS,Caldas,Manizales,1,5422500000.00,15726500000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9297028,0,,0,,,1,Digitación,3622500000,1,,Pesos (COP),Ceros adicionales
19-4-9936339-9063219,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Suministro,VALLE DEL CAUCA - E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCÍA,Valle del Cauca,Cali,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9936339,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-4416385-4060168,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,QUINDÍO - ALCALDÍA MUNICIPIO DE ARMENIA,Quindío,Armenia,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4416385 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9478664-8626078,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,TOLIMA - E.S.E. HOSPITAL SAN JUAN DE DIOS - HONDA,Tolima,Honda,1,,17374000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9478664,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-4-6028966-5489835,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,HUILA - E.S.E. HOSPITAL SAN FRANCISCO JAVIER - ACEVEDO,Huila,Acevedo,1,,18000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-60289660.,0,,1,Agregación de ceros,18000000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9428778-8580336,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,CÓRDOBA - E.S.E HOSPITAL SAN JUAN DE SAHAGÚN,Córdoba,Sahagún,1,,28560000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9428778,0,,1,Agregación de ceros,28560000,0,,,1,,Pesos (COP),Ceros adicionales
14-4-2600478-2438187,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,CALDAS - ALCALDÍA MUNICIPIO DE MANIZALES,Caldas,Manizales,1,,26500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2600478 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-4-2781535-2603375,TERRITORIAL,NACIONAL DESCENTRALIZADO,Otro Tipo de Contrato,CALDAS - UNIVERSIDAD DE CALDAS - MANIZALES,Caldas,Manizales,1,,17800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2781535,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-4230498-3903695,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,QUINDÍO - ALCALDÍA MUNICIPIO DE ARMENIA,Quindío,Armenia,1,,15000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4230498,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-13-9282608-9010370,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,BOYACÁ - ALCALDÍA MUNICIPIO DE JENESANO,Boyacá,Jenesano,1,,18268000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9282608,0,,1,Agregación de ceros,18268000,0,,,1,,Pesos (COP),Ceros adicionales
14-4-2390069-2247808,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,SANTANDER - GOBERNACIÓN,Santander,Bucaramanga,1,,67200000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2390069 ,1,Agregación de ceros,1,Agregación de ceros,67200000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-8384868-7628331,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ITAGÜÍ,Antioquia,Itagüí,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8384868,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7523856-6837639,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,CUNDINAMARCA - GOBERNACIÓN,Bogotá D.C.,Bogotá D.C.,1,,48900000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7523856 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2787708-2609322,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,CASANARE - GOBERNACIÓN,Casanare,Yopal,1,5544000.00,12941544000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2787708,1,Agregación de ceros,1,Agregación de ceros,12936000,0,,,1,,Pesos (COP),Ceros adicionales
16-1-167138-9137906,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Concesión,SAN ANDRÉS  PROVIDENCIA Y SANTA CATALINA - GOBERNACIÓN,"San Andrés, Providencia y Santa Catalina",San Andrés,1,,30000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-167138,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
